description,keyword,qty,price,supplier,barcode,"batch code",brand,category,safety
"Blue Gadget",tool,109,50.00,SupplierD,457614754701,B6000,BrandX,Electronics,High
"Yellow Device",gadget,239,97.09,SupplierC,893143839723,B8341,BrandX,Household,High
"Green Tool",device,59,50.30,SupplierD,352036609264,B3355,BrandZ,Outdoor,Medium
"Red Widget",widget,11,95.96,SupplierD,527597888381,B3484,BrandX,Automotive,Medium
"Blue Gadget",device,156,36.28,SupplierC,881410789017,B5871,BrandY,Toys,Low
"Red Widget",item,235,96.98,SupplierB,373408257750,B4300,BrandX,Household,Low
"Purple Item",item,30,80.01,SupplierA,357654202294,B4033,BrandY,Outdoor,Critical
"Purple Item",device,131,63.95,SupplierA,706493949032,B4461,BrandY,Outdoor,High
"Purple Item",widget,311,23.58,SupplierD,496011733580,B3343,BrandY,Household,Low
"Green Tool",device,298,1.01,SupplierD,533081186985,B1589,BrandZ,Household,Medium
"Green Tool",gadget,197,82.95,SupplierB,779229469898,B4630,BrandX,Electronics,Low
"Red Widget",gadget,22,99.35,SupplierA,661052925445,B9369,BrandX,Household,High
"Red Widget",item,303,50.71,SupplierC,477739393758,B2288,BrandX,Household,Low
"Yellow Device",widget,100,6.72,SupplierB,393442308500,B4514,BrandX,Household,Low
"Green Tool",widget,320,51.11,SupplierA,935358361279,B8021,BrandY,Automotive,Low
"Yellow Device",item,478,5.09,SupplierA,114572699358,B2844,BrandX,Automotive,Critical
"Green Tool",device,380,3.60,SupplierA,202147286640,B7254,BrandY,Outdoor,Low
"Purple Item",gadget,92,48.80,SupplierB,150303995760,B2432,BrandY,Automotive,Medium
"Green Tool",tool,343,97.58,SupplierA,910787955098,B4287,BrandZ,Automotive,Low
"Blue Gadget",tool,1,60.22,SupplierD,642266365082,B6029,BrandX,Outdoor,Low
"Green Tool",widget,352,39.52,SupplierC,864434852895,B7574,BrandY,Household,Medium
"Purple Item",gadget,184,17.92,SupplierA,131287929874,B8021,BrandX,Household,Critical
"Blue Gadget",item,355,33.79,SupplierD,337229256368,B3134,BrandX,Electronics,Medium
"Purple Item",widget,54,35.34,SupplierA,128604326232,B4037,BrandX,Electronics,Critical
"Red Widget",gadget,331,31.57,SupplierA,549854620163,B4047,BrandX,Household,Critical
"Red Widget",widget,240,1.07,SupplierC,590588829320,B1667,BrandZ,Outdoor,Medium
"Blue Gadget",item,42,69.65,SupplierC,829650528118,B6578,BrandY,Household,Low
"Yellow Device",widget,402,73.83,SupplierA,744088237462,B4303,BrandX,Automotive,Low
"Green Tool",device,189,22.89,SupplierC,313487042858,B8888,BrandX,Toys,High
"Purple Item",device,89,92.79,SupplierA,967585658990,B7455,BrandY,Automotive,High
"Red Widget",widget,358,92.58,SupplierC,483027829019,B6890,BrandX,Outdoor,Medium
"Blue Gadget",device,276,56.11,SupplierA,836017301932,B6124,BrandZ,Toys,Critical
"Blue Gadget",gadget,293,55.36,SupplierD,799267911707,B3040,BrandZ,Outdoor,High
"Red Widget",item,281,10.22,SupplierC,752872581236,B9699,BrandZ,Household,Critical
"Blue Gadget",tool,217,3.75,SupplierA,927596438148,B8453,BrandY,Outdoor,Low
"Purple Item",device,483,48.89,SupplierB,158939695427,B4896,BrandY,Electronics,Critical
"Yellow Device",item,223,86.18,SupplierB,399734146237,B6624,BrandZ,Household,Critical
"Red Widget",device,86,22.80,SupplierB,702658150898,B9672,BrandX,Electronics,Critical
"Blue Gadget",gadget,154,45.41,SupplierC,432611465502,B3506,BrandX,Electronics,High
"Purple Item",tool,45,65.21,SupplierD,216407866292,B8251,BrandY,Toys,Medium
"Purple Item",gadget,482,37.13,SupplierD,632482215295,B8462,BrandX,Toys,Critical
"Blue Gadget",gadget,138,15.32,SupplierC,893593109189,B8253,BrandY,Household,Critical
"Purple Item",gadget,291,46.16,SupplierD,435802730561,B6498,BrandZ,Electronics,Critical
"Blue Gadget",item,494,29.03,SupplierB,682914853979,B6149,BrandX,Outdoor,Low
"Purple Item",gadget,448,84.89,SupplierB,783872334893,B5238,BrandZ,Automotive,High
"Purple Item",tool,331,37.31,SupplierA,742999080102,B2878,BrandX,Toys,Low
"Purple Item",gadget,3,14.74,SupplierC,398047507963,B1359,BrandZ,Outdoor,High
"Blue Gadget",tool,168,10.91,SupplierA,817884956300,B6782,BrandY,Household,Critical
"Purple Item",gadget,31,72.14,SupplierC,745930165998,B7004,BrandY,Automotive,Medium
"Red Widget",item,129,58.66,SupplierC,743255823695,B7869,BrandY,Electronics,High
"Yellow Device",device,285,8.89,SupplierB,809081932818,B6820,BrandX,Electronics,Critical
"Yellow Device",item,399,90.22,SupplierC,696812177453,B5537,BrandZ,Automotive,High
"Blue Gadget",item,30,81.23,SupplierD,179060564054,B4248,BrandX,Household,Critical
"Purple Item",device,87,3.57,SupplierA,241979830851,B9497,BrandZ,Household,Medium
"Purple Item",widget,209,39.76,SupplierC,579363106323,B8127,BrandY,Household,High
"Green Tool",gadget,71,79.47,SupplierC,983827490973,B9609,BrandZ,Outdoor,Critical
"Purple Item",item,288,92.13,SupplierC,579355608785,B9033,BrandY,Outdoor,Critical
"Purple Item",device,223,91.43,SupplierA,275707104463,B6705,BrandX,Household,Low
"Yellow Device",item,303,45.32,SupplierB,113321523598,B6459,BrandZ,Electronics,Low
"Green Tool",gadget,367,74.08,SupplierD,430911746446,B7654,BrandY,Toys,Medium
"Purple Item",device,356,65.86,SupplierC,490097508483,B4877,BrandZ,Toys,Medium
"Yellow Device",gadget,373,77.04,SupplierD,724134156618,B3262,BrandX,Electronics,Critical
"Green Tool",item,404,63.17,SupplierD,327885207773,B6429,BrandZ,Automotive,Critical
"Purple Item",widget,254,33.54,SupplierA,577108245016,B5915,BrandX,Outdoor,Critical
"Purple Item",item,474,67.93,SupplierA,683310499797,B5218,BrandX,Electronics,Medium
"Green Tool",gadget,385,73.57,SupplierC,531313525121,B6300,BrandX,Electronics,Low
"Yellow Device",tool,330,54.36,SupplierD,791006451883,B9416,BrandX,Toys,High
"Purple Item",widget,284,91.99,SupplierC,659247851087,B5192,BrandZ,Toys,Critical
"Green Tool",gadget,150,12.24,SupplierA,629924665443,B8677,BrandZ,Household,Low
"Purple Item",item,266,84.78,SupplierB,411005200603,B3902,BrandZ,Outdoor,Medium
"Red Widget",device,175,30.75,SupplierB,449193973015,B9533,BrandX,Toys,Low
"Purple Item",device,110,28.55,SupplierC,255152543685,B8078,BrandX,Household,High
"Green Tool",widget,443,77.38,SupplierA,207662534730,B1321,BrandZ,Outdoor,High
"Red Widget",device,249,68.73,SupplierC,399250015055,B3199,BrandX,Outdoor,High
"Yellow Device",device,373,49.95,SupplierB,975524015680,B6732,BrandZ,Household,Low
"Red Widget",item,90,62.23,SupplierB,761405960533,B9589,BrandY,Outdoor,Critical
"Yellow Device",item,12,36.84,SupplierC,250496656287,B5218,BrandX,Toys,Low
"Blue Gadget",item,197,70.30,SupplierC,749839342513,B3290,BrandZ,Automotive,Critical
"Green Tool",item,353,6.84,SupplierC,900981723051,B9925,BrandX,Electronics,Low
"Blue Gadget",item,141,78.32,SupplierB,592757811465,B4110,BrandY,Household,High
"Purple Item",tool,128,46.47,SupplierD,862382867176,B6037,BrandZ,Electronics,Medium
"Yellow Device",tool,134,22.91,SupplierA,549370482738,B4692,BrandZ,Toys,Medium
"Green Tool",item,131,45.88,SupplierC,383154356100,B3620,BrandZ,Automotive,High
"Blue Gadget",widget,286,3.25,SupplierB,836326576563,B4941,BrandY,Outdoor,Low
"Green Tool",tool,266,24.23,SupplierB,969717801670,B9000,BrandZ,Automotive,Low
"Red Widget",gadget,402,26.10,SupplierA,563012311023,B2887,BrandZ,Toys,Critical
"Blue Gadget",gadget,98,63.33,SupplierD,322578679860,B6413,BrandZ,Outdoor,Critical
"Blue Gadget",tool,104,20.58,SupplierA,758937579767,B3266,BrandZ,Electronics,Medium
"Yellow Device",widget,394,86.62,SupplierC,673593493078,B1150,BrandX,Automotive,Medium
"Green Tool",widget,237,89.80,SupplierD,525201930052,B3029,BrandX,Automotive,Low
"Purple Item",item,4,77.81,SupplierA,560024742917,B7710,BrandZ,Outdoor,Critical
"Purple Item",device,470,34.89,SupplierA,352477007889,B4284,BrandX,Electronics,Medium
"Blue Gadget",device,46,6.29,SupplierD,653210385260,B7021,BrandX,Toys,High
"Blue Gadget",item,60,49.08,SupplierB,709354476985,B9073,BrandZ,Outdoor,Low
"Blue Gadget",tool,262,51.38,SupplierD,497382911203,B6253,BrandZ,Automotive,Medium
"Yellow Device",item,448,30.93,SupplierC,463143020699,B5176,BrandZ,Automotive,Critical
"Blue Gadget",gadget,18,89.59,SupplierC,458758966119,B5870,BrandX,Household,Critical
"Purple Item",tool,313,87.45,SupplierA,530212173448,B9039,BrandZ,Household,Critical
"Yellow Device",item,193,25.32,SupplierB,459854845804,B2205,BrandY,Toys,High
"Purple Item",widget,84,74.02,SupplierB,578922323485,B2858,BrandY,Outdoor,High
"Green Tool",gadget,242,54.27,SupplierB,504599659799,B8871,BrandX,Electronics,Medium
"Blue Gadget",device,483,70.68,SupplierD,640203859950,B8699,BrandX,Outdoor,High
"Purple Item",widget,325,10.48,SupplierC,615775905952,B8804,BrandY,Outdoor,Critical
"Blue Gadget",item,81,94.12,SupplierD,506289816715,B9252,BrandY,Toys,Low
"Blue Gadget",device,200,65.06,SupplierD,403066354929,B1181,BrandX,Household,Low
"Blue Gadget",tool,208,25.15,SupplierD,757647609880,B2152,BrandY,Outdoor,Medium
"Red Widget",device,304,6.59,SupplierA,987297577540,B9294,BrandZ,Electronics,Medium
"Blue Gadget",device,99,35.55,SupplierA,850422013507,B1489,BrandZ,Electronics,Low
"Purple Item",device,144,33.26,SupplierC,131010510276,B2625,BrandX,Outdoor,Critical
"Red Widget",device,386,37.21,SupplierC,111370706595,B1582,BrandZ,Electronics,Critical
"Red Widget",item,235,71.67,SupplierA,582428818849,B6655,BrandZ,Electronics,Critical
"Blue Gadget",widget,284,93.56,SupplierB,704771024985,B7006,BrandX,Toys,High
"Blue Gadget",device,207,99.30,SupplierA,462269673883,B4183,BrandZ,Toys,Critical
"Green Tool",device,426,11.55,SupplierA,865772022617,B1330,BrandY,Outdoor,Low
"Purple Item",gadget,241,39.56,SupplierA,197778638050,B6917,BrandY,Outdoor,Medium
"Purple Item",widget,456,39.76,SupplierD,259084962061,B1566,BrandX,Toys,Low
"Blue Gadget",item,388,64.38,SupplierB,489460129400,B1670,BrandZ,Electronics,Critical
"Yellow Device",tool,464,86.63,SupplierA,735253187939,B9537,BrandX,Outdoor,Medium
"Purple Item",item,252,75.17,SupplierC,650615757266,B3928,BrandX,Electronics,Critical
"Green Tool",device,252,44.32,SupplierA,505914441367,B1821,BrandY,Automotive,Critical
"Purple Item",widget,234,25.82,SupplierA,172134264029,B4810,BrandX,Automotive,Low
"Blue Gadget",gadget,153,28.26,SupplierC,720056498305,B9927,BrandY,Automotive,Medium
"Green Tool",item,352,90.58,SupplierB,418600786601,B6083,BrandX,Outdoor,Medium
"Blue Gadget",tool,198,85.61,SupplierB,360522054149,B7457,BrandZ,Toys,High
"Yellow Device",item,286,23.80,SupplierB,157753682002,B1535,BrandX,Household,Low
"Red Widget",tool,146,79.53,SupplierC,953192565443,B2264,BrandZ,Automotive,Low
"Yellow Device",widget,106,54.87,SupplierA,743137149547,B9567,BrandY,Toys,High
"Red Widget",device,467,6.16,SupplierB,481489631318,B9049,BrandZ,Automotive,Critical
"Purple Item",device,406,86.97,SupplierD,850510346539,B9603,BrandY,Toys,Low
"Yellow Device",tool,188,22.49,SupplierD,636506378502,B2734,BrandZ,Toys,High
"Purple Item",item,220,26.25,SupplierD,779446660264,B4927,BrandX,Household,Low
"Blue Gadget",gadget,63,32.85,SupplierD,520112624032,B7861,BrandX,Outdoor,High
"Yellow Device",widget,338,1.43,SupplierC,750839830211,B3690,BrandZ,Household,Critical
"Blue Gadget",gadget,451,46.23,SupplierD,148787359172,B4049,BrandX,Electronics,High
"Green Tool",tool,239,87.28,SupplierD,614370767742,B6594,BrandZ,Household,Medium
"Blue Gadget",item,209,54.29,SupplierC,618668501465,B4082,BrandX,Electronics,Critical
"Red Widget",item,80,8.45,SupplierD,798228778565,B5560,BrandX,Electronics,Medium
"Green Tool",device,458,61.84,SupplierA,596393024186,B6354,BrandZ,Automotive,Critical
"Yellow Device",item,33,79.82,SupplierC,966584021748,B5811,BrandX,Automotive,Medium
"Blue Gadget",widget,105,31.77,SupplierB,814446919437,B9015,BrandY,Household,Low
"Blue Gadget",device,76,18.76,SupplierB,191657203747,B9934,BrandX,Toys,Low
"Blue Gadget",gadget,461,83.53,SupplierB,258455518566,B8331,BrandZ,Toys,Low
"Blue Gadget",gadget,352,98.49,SupplierC,930192987102,B2526,BrandZ,Electronics,Critical
"Purple Item",widget,265,6.31,SupplierA,682871630888,B2518,BrandZ,Electronics,Low
"Blue Gadget",widget,445,97.42,SupplierC,673555786242,B8382,BrandX,Household,Critical
"Blue Gadget",gadget,373,4.34,SupplierA,694638814245,B5580,BrandX,Automotive,High
"Green Tool",device,263,7.78,SupplierC,922707135909,B1383,BrandX,Household,Low
"Yellow Device",device,230,93.69,SupplierB,965278731394,B8329,BrandY,Electronics,Low
"Green Tool",tool,410,31.88,SupplierA,861178131179,B4507,BrandY,Automotive,Medium
"Red Widget",gadget,469,14.88,SupplierB,438820771331,B4538,BrandZ,Automotive,High
"Red Widget",device,153,76.09,SupplierC,371117596989,B1045,BrandX,Automotive,Low
"Blue Gadget",item,235,75.89,SupplierD,190959052862,B2861,BrandZ,Toys,Low
"Green Tool",widget,61,13.17,SupplierD,799794289052,B7044,BrandY,Toys,Critical
"Green Tool",widget,219,79.23,SupplierC,534768697326,B4299,BrandZ,Electronics,High
"Red Widget",tool,339,55.71,SupplierA,330880005956,B6126,BrandY,Outdoor,Critical
"Green Tool",widget,298,22.23,SupplierD,172423033494,B8639,BrandZ,Household,Medium
"Blue Gadget",gadget,384,76.47,SupplierA,725650151610,B1791,BrandY,Household,High
"Red Widget",device,51,96.53,SupplierC,330243651373,B9071,BrandZ,Outdoor,Low
"Red Widget",item,297,9.92,SupplierB,948272027668,B5176,BrandZ,Toys,Critical
"Blue Gadget",item,468,54.67,SupplierD,160667146172,B4752,BrandY,Automotive,High
"Purple Item",widget,170,94.70,SupplierB,871947714678,B7348,BrandZ,Household,High
"Green Tool",gadget,78,60.15,SupplierD,988960923998,B6288,BrandX,Household,Medium
"Red Widget",gadget,129,22.30,SupplierD,688891683835,B3261,BrandX,Toys,High
"Purple Item",widget,484,39.73,SupplierC,702514048525,B8795,BrandY,Electronics,High
"Green Tool",device,225,42.99,SupplierA,824863796110,B6436,BrandY,Electronics,Critical
"Purple Item",gadget,20,58.52,SupplierC,941843175451,B7952,BrandX,Household,Medium
"Purple Item",item,331,14.59,SupplierD,753265908196,B1176,BrandZ,Outdoor,Medium
"Red Widget",tool,94,98.18,SupplierD,483036400661,B8388,BrandX,Household,Medium
"Purple Item",widget,169,47.98,SupplierC,872136817418,B1810,BrandZ,Toys,Medium
"Blue Gadget",gadget,174,9.03,SupplierB,253259376635,B1868,BrandZ,Household,Low
"Yellow Device",device,334,19.41,SupplierA,713110726214,B8639,BrandX,Household,Low
"Yellow Device",widget,140,67.14,SupplierA,818087595613,B6089,BrandX,Electronics,High
"Purple Item",item,320,17.60,SupplierD,411843858537,B1466,BrandZ,Automotive,Critical
"Blue Gadget",device,14,10.01,SupplierD,339510345809,B8757,BrandY,Electronics,Critical
"Green Tool",device,303,82.77,SupplierD,273754205785,B7082,BrandY,Toys,Medium
"Blue Gadget",widget,417,87.56,SupplierB,644159039382,B2395,BrandZ,Outdoor,Medium
"Yellow Device",item,166,71.93,SupplierB,552145761952,B7816,BrandX,Automotive,Critical
"Blue Gadget",widget,289,88.77,SupplierD,813281867904,B7298,BrandZ,Toys,Low
"Red Widget",widget,242,88.34,SupplierA,548065989209,B1737,BrandZ,Household,High
"Blue Gadget",widget,396,28.21,SupplierB,277156816873,B9906,BrandY,Outdoor,Medium
"Yellow Device",gadget,445,17.63,SupplierC,794687067936,B7962,BrandZ,Household,Medium
"Red Widget",device,464,62.94,SupplierC,608286386969,B6920,BrandY,Toys,Critical
"Green Tool",device,40,84.24,SupplierA,803812529380,B1863,BrandX,Automotive,High
"Green Tool",device,497,55.57,SupplierA,872442967087,B2703,BrandX,Electronics,Critical
"Yellow Device",device,244,11.17,SupplierC,874624575177,B9701,BrandX,Outdoor,High
"Blue Gadget",gadget,278,72.82,SupplierC,592144848901,B8805,BrandY,Electronics,Low
"Purple Item",widget,412,80.53,SupplierB,753976273835,B8788,BrandZ,Outdoor,High
"Green Tool",tool,96,93.57,SupplierC,364329663603,B6513,BrandX,Outdoor,Critical
"Yellow Device",item,250,58.92,SupplierB,810336034922,B2378,BrandZ,Automotive,Medium
"Green Tool",gadget,301,14.08,SupplierD,696329493085,B1424,BrandX,Electronics,Critical
"Purple Item",gadget,371,59.93,SupplierC,745962081296,B2127,BrandX,Toys,Medium
"Yellow Device",device,46,17.28,SupplierA,688441454713,B2306,BrandX,Electronics,High
"Red Widget",item,177,63.55,SupplierA,279688834847,B1690,BrandX,Household,Critical
"Red Widget",item,146,58.59,SupplierD,341016662568,B3929,BrandY,Household,Medium
"Yellow Device",widget,79,74.78,SupplierD,491191504895,B3565,BrandX,Household,High
"Purple Item",item,432,11.75,SupplierC,921631622636,B5149,BrandY,Outdoor,Low
"Yellow Device",tool,59,28.43,SupplierB,880843324043,B5341,BrandZ,Electronics,Low
"Red Widget",item,325,16.30,SupplierB,269743093113,B1828,BrandY,Toys,Critical
"Green Tool",tool,84,92.75,SupplierA,108266763395,B8849,BrandY,Electronics,High
"Green Tool",tool,410,36.07,SupplierC,843574723692,B4252,BrandZ,Electronics,Low
"Yellow Device",device,110,42.01,SupplierC,133505216345,B3600,BrandZ,Outdoor,Low
"Purple Item",item,169,2.48,SupplierB,207513332959,B6803,BrandY,Automotive,Medium
"Purple Item",item,209,9.07,SupplierA,108191185266,B8500,BrandZ,Automotive,Medium
"Blue Gadget",item,283,70.94,SupplierC,814629676416,B3309,BrandY,Automotive,Medium
"Green Tool",device,191,9.03,SupplierC,280495805428,B2392,BrandZ,Household,High
"Green Tool",device,74,31.49,SupplierA,767350538135,B4650,BrandX,Household,Low
"Yellow Device",item,327,2.50,SupplierB,550797231914,B6142,BrandX,Household,High
"Green Tool",device,320,97.55,SupplierC,185824576272,B8144,BrandY,Electronics,Low
"Green Tool",widget,308,58.44,SupplierC,716102224767,B5190,BrandY,Automotive,Critical
"Green Tool",device,174,21.40,SupplierB,816805160426,B7783,BrandY,Outdoor,High
"Green Tool",widget,292,71.04,SupplierA,903094071552,B6874,BrandZ,Toys,Medium
"Red Widget",gadget,32,35.77,SupplierB,670758501439,B3986,BrandX,Toys,Medium
"Blue Gadget",device,217,53.82,SupplierC,577223363723,B2727,BrandY,Household,Medium
"Green Tool",item,265,49.10,SupplierC,437400294401,B3849,BrandZ,Outdoor,Medium
"Purple Item",widget,173,58.57,SupplierD,838666328495,B4626,BrandZ,Automotive,Medium
"Yellow Device",device,418,3.68,SupplierA,967466251617,B6397,BrandY,Toys,Medium
"Purple Item",device,101,63.52,SupplierC,976482069236,B6452,BrandY,Toys,High
"Green Tool",item,484,70.88,SupplierB,334345594027,B7370,BrandY,Outdoor,Medium
"Yellow Device",item,25,29.17,SupplierD,203846920898,B1152,BrandX,Toys,Critical
"Blue Gadget",item,208,46.31,SupplierC,249718718049,B3464,BrandZ,Outdoor,High
"Red Widget",item,466,33.66,SupplierB,942429606092,B9656,BrandZ,Toys,Medium
"Blue Gadget",widget,36,80.01,SupplierD,406376008024,B3614,BrandZ,Electronics,High
"Purple Item",device,292,85.61,SupplierD,588959833589,B8695,BrandZ,Automotive,Low
"Green Tool",device,99,21.33,SupplierB,845673383574,B9142,BrandX,Toys,Medium
"Yellow Device",device,406,52.45,SupplierA,770928160626,B9541,BrandZ,Automotive,Medium
"Yellow Device",widget,366,9.21,SupplierD,214883264416,B7528,BrandZ,Electronics,High
"Yellow Device",tool,16,14.05,SupplierC,960792700872,B2694,BrandY,Automotive,Critical
"Red Widget",device,268,75.61,SupplierB,487532010475,B4531,BrandZ,Electronics,Medium
"Blue Gadget",device,374,86.60,SupplierA,270991373650,B6601,BrandY,Toys,High
"Yellow Device",widget,128,86.42,SupplierD,449149214131,B9928,BrandX,Electronics,Medium
"Red Widget",item,457,26.53,SupplierD,660732727911,B6132,BrandY,Household,Medium
"Blue Gadget",widget,208,5.43,SupplierB,850504943051,B3542,BrandZ,Toys,Medium
"Green Tool",widget,334,7.80,SupplierA,908383810846,B1896,BrandY,Outdoor,High
"Purple Item",gadget,147,81.92,SupplierD,582876651498,B8034,BrandY,Automotive,Medium
"Red Widget",widget,42,84.43,SupplierB,154505069939,B6764,BrandZ,Household,Medium
"Green Tool",item,176,56.19,SupplierA,146236994492,B6329,BrandX,Toys,Low
"Purple Item",device,169,81.69,SupplierA,865401905793,B6019,BrandZ,Toys,Low
"Red Widget",widget,445,66.45,SupplierB,627063988965,B6056,BrandZ,Outdoor,High
"Red Widget",item,262,48.46,SupplierB,399211402039,B5150,BrandY,Electronics,Low
"Blue Gadget",widget,490,67.60,SupplierC,531800875771,B9393,BrandZ,Electronics,Low
"Red Widget",device,240,22.21,SupplierD,344358391759,B9188,BrandZ,Electronics,Medium
"Yellow Device",gadget,362,55.72,SupplierA,929622091709,B9639,BrandZ,Toys,High
